Date,Time,Temperature-C-01,Temperature-C-02,Temperature-C-03,Avg-Temperature,Rh-01,Rh-02,Rh-03,Rh-Average,Prec,Soil Moisture-1,Soil Moisture-2,Soil Moisture-3,M-Average,Light-01,Light-02,Light-03
15/8/2567,11:00:00,31.5,36.4,32,33.3,68.3,98.1,93.5,86.6,0,12,15,13,13.2,1120,1851,870
15/8/2567,12:00:00,30.5,37.2,32.7,33.4,65.3,97,93.5,85.2,0,12,15,13,13.2,1890,2574,2157
15/8/2567,13:00:00,30,36.9,32.4,33.1,65.3,97,93.5,85.2,0,12,15,13,13.2,7621,7365,1435
15/8/2567,14:00:00,29.6,37.3,32.8,33.2,64.3,98.1,94.5,85.6,0,12,15,13,13.2,7157,9386,1015
15/8/2567,15:00:00,29.2,36.8,32.3,32.8,63.2,98.1,94.5,85.3,0,12,15,13,13.2,5267,5679,1101
15/8/2567,16:00:00,29,36.7,32.2,32.6,62.2,99.2,95.6,85.7,0,11,13,12,12,2496,2189,654
15/8/2567,17:00:00,28.4,36.3,31.9,32.2,62.2,99.2,95.6,85.7,0,12,15,13,13.2,871,705,275
15/8/2567,18:00:00,27.6,36.1,31.7,31.8,60.2,99.2,96.6,85.3,0,12,15,13,13.2,23,13,30
15/8/2567,19:00:00,26.9,35.7,31.4,31.3,58.1,98.1,96.6,84.3,0,11,13,12,12,0,0,0
15/8/2567,20:00:00,26.3,35.3,31,30.9,58.1,98.1,97.7,84.6,0,11,13,12,12,0,0,0
15/8/2567,21:00:00,25.9,35.4,31.1,30.8,58.1,98.1,96.6,84.3,0,11,13,12,12,0,0,0
15/8/2567,22:00:00,25.5,35.5,31.2,30.7,57.1,98.1,96.6,83.9,0,11,13,12,12,0,0,0
15/8/2567,23:00:00,25.2,35.6,31.3,30.7,57.1,97,96.6,83.6,0,11,13,12,12,0,0,0
16/8/2567,0:00:00,24.7,36,31.6,30.8,57.1,95.9,94.5,82.5,0,9,11,9,9.6,0,0,0
16/8/2567,1:00:00,24.5,36,31.6,30.7,55.1,93.7,92.4,80.4,0,9,11,9,9.6,0,0,0
16/8/2567,2:00:00,24.4,35.9,31.5,30.6,55.1,91.6,90.3,79,0,9,11,9,9.6,0,0,0
16/8/2567,3:00:00,24.3,35.6,31.3,30.4,54.1,89.4,88.2,77.2,0,9,11,9,9.6,0,0,0
16/8/2567,4:00:00,24.2,35.7,31.4,30.4,53,87.2,86.1,75.4,0,9,11,9,9.6,0,0,0
16/8/2567,5:00:00,23.8,36.8,32.3,31,53,82.8,84,73.3,0,9,11,9,9.6,0,0,0
16/8/2567,6:00:00,23.8,36.6,32.1,30.8,51,79.6,81.9,70.8,0,10,12,11,10.8,0,0,2
16/8/2567,7:00:00,23.5,36.4,32,30.6,50,76.3,78.8,68.3,0,10,12,11,10.8,167,324,210
16/8/2567,8:00:00,23.3,36.4,32,30.6,51,76.3,77.7,68.3,0,10,12,11,10.8,985,1498,617
16/8/2567,9:00:00,23.1,36.2,31.8,30.4,49,75.2,74.6,66.2,0,10,12,11,10.8,1678,2512,887
16/8/2567,10:00:00,23.1,36.1,31.7,30.3,50,74.1,72.5,65.5,0,10,12,11,10.8,2167,5589,1191
16/8/2567,11:00:00,22.9,35.7,31.4,30,49,73,69.3,63.8,0,10,12,11,10.8,3056,5664,1652
16/8/2567,12:00:00,22.7,34.4,30.2,29.1,47.9,70.9,68.3,62.3,0,10,12,11,10.8,1262,3484,1259
16/8/2567,13:00:00,22.5,33.8,29.7,28.7,47.9,68.7,67.2,61.3,0,10,12,11,10.8,1877,4076,2667
16/8/2567,14:00:00,22.4,33.5,29.4,28.4,49,67.6,65.1,60.5,0,10,12,11,10.8,3143,5150,2078
16/8/2567,15:00:00,22.2,33.2,29.2,28.2,47.9,65.4,63,58.8,0,10,12,11,10.8,2435,4913,2499
16/8/2567,16:00:00,22.2,33,29,28.1,47.9,66.5,63,59.1,0,9,11,9,9.6,1447,1015,970
16/8/2567,17:00:00,22,32.7,28.8,27.8,45.9,65.4,62,57.8,0,9,11,9,9.6,453,512,345
16/8/2567,18:00:00,21.9,32.4,28.5,27.6,47.9,65.4,59.9,57.7,0,9,11,9,9.6,34,58,9
16/8/2567,19:00:00,21.7,32.3,28.4,27.5,45.9,64.3,58.8,56.3,0,9,11,9,9.6,0,0,0
16/8/2567,20:00:00,21.5,32,28.1,27.2,45.9,64.3,57.8,56,0,9,11,9,9.6,0,0,0
16/8/2567,21:00:00,21.5,32,28.1,27.2,44.9,61,53.6,53.2,0,9,11,9,9.6,0,0,0
16/8/2567,22:00:00,21.4,31.9,28,27.1,45.9,62.1,53.6,53.9,0,9,11,9,9.6,0,0,0
16/8/2567,23:00:00,21.3,31.8,27.9,27,44.9,60,52.5,52.4,0,9,11,9,9.6,0,0,0
17/8/2567,0:00:00,21.2,31.4,27.6,26.7,43.9,60,51.5,51.8,0,11,13,12,12,0,0,0
17/8/2567,1:00:00,20.9,31.2,27.4,26.5,42.8,58.9,52.5,51.4,0,11,13,12,12,0,0,0
17/8/2567,2:00:00,20.8,31.2,27.4,26.5,43.9,58.9,50.4,51,0,11,13,12,12,0,0,0
17/8/2567,3:00:00,20.7,31.1,27.3,26.4,42.8,55.6,49.4,49.3,0,11,13,12,12,0,0,0
17/8/2567,4:00:00,20.6,30.5,26.8,25.9,42.8,55.6,49.4,49.3,0,11,13,12,12,0,0,0
17/8/2567,5:00:00,20.5,29.9,26.3,25.5,43.9,54.5,48.3,48.9,0,11,13,12,12,0,0,0
17/8/2567,6:00:00,20.5,29.4,25.8,25.2,44.9,55.6,46.2,48.9,0,11,13,12,12,7,9,0
17/8/2567,7:00:00,20.5,29.3,25.7,25.2,45.9,54.5,47.3,49.2,0,12,15,13,13.2,434,446,53
17/8/2567,8:00:00,20.2,29,25.5,24.9,45.9,57.8,46.2,50,0,12,15,13,13.2,1021,780,420
17/8/2567,9:00:00,20.4,28.8,25.3,24.8,44.9,54.5,46.2,48.5,0,12,15,13,13.2,1111,970,665
17/8/2567,10:00:00,20.5,28.7,25.2,24.8,45.9,53.4,45.2,48.2,0,12,15,13,13.2,1203,1145,1122
17/8/2567,11:00:00,20.2,28.4,25,24.6,47.9,52.3,45.2,48.5,0,12,15,13,13.2,1408,1060,1114
17/8/2567,12:00:00,20.1,28.2,24.8,24.4,50,52.3,45.2,49.2,0,12,15,13,13.2,1961,1911,1607
17/8/2567,13:00:00,19.9,28.2,24.8,24.3,51,52.3,44.1,49.1,0,12,15,13,13.2,5625,8802,2161
17/8/2567,14:00:00,19.8,28.1,24.7,24.2,53,54.5,43.1,50.2,0,12,15,13,13.2,7172,9510,1697
17/8/2567,15:00:00,19.7,28,24.6,24.1,53,50.1,43.1,48.7,0,12,15,13,13.2,4336,6693,1673
17/8/2567,16:00:00,19.7,28,24.6,24.1,55.1,50.1,43.1,49.4,0,12,15,13,13.2,1666,3129,869
17/8/2567,17:00:00,19.7,27.8,24.5,24,57.1,48,43.1,49.4,0,11,13,12,12,530,1212,327
17/8/2567,18:00:00,19.4,27.6,24.3,23.8,60.2,49.1,41,50.1,0,11,13,12,12,10,24,26
17/8/2567,19:00:00,19.4,27.6,24.3,23.8,63.2,46.9,41,50.4,0,11,13,12,12,0,0,0
17/8/2567,20:00:00,19.3,27.5,24.2,23.7,64.3,48,42,51.4,0,11,13,12,12,0,0,0
17/8/2567,21:00:00,19.3,27.2,23.9,23.5,66.3,48,41,51.7,0,11,13,12,12,0,0,0
17/8/2567,22:00:00,19.2,27.2,23.9,23.5,68.3,49.1,41,52.8,0,11,13,12,12,0,0,0
17/8/2567,23:00:00,19.3,27.4,24,23.6,70.4,48,39.9,52.7,0,11,13,12,12,0,0,0
18/8/2567,0:00:00,19.4,27.2,23.9,23.5,71.4,46.9,41,53.1,0,9,11,9,9.6,0,0,0
18/8/2567,1:00:00,19.3,27,23.7,23.4,73.4,48,39.9,53.8,0,9,11,9,9.6,0,0,1
18/8/2567,2:00:00,19.7,27,23.7,23.5,73.4,48,38.9,53.4,0,9,11,9,9.6,0,0,0
18/8/2567,3:00:00,19.8,26.9,23.6,23.4,74.5,46.9,41,54.1,0,9,11,9,9.6,0,0,0
18/8/2567,4:00:00,19.8,26.8,23.5,23.4,75.5,46.9,41,54.4,0,9,11,9,9.6,0,0,0
18/8/2567,5:00:00,19.9,26.8,23.5,23.4,76.5,49.1,43.1,56.2,0,9,11,9,9.6,0,0,0
18/8/2567,6:00:00,19.9,26.6,23.4,23.3,77.5,51.2,43.1,57.3,0,9,11,9,9.6,0,0,7
18/8/2567,7:00:00,19.7,26.5,23.3,23.2,77.5,51.2,44.1,57.6,0,9,11,9,9.6,239,111,229
18/8/2567,8:00:00,19.6,26.4,23.2,23.1,78.5,50.1,45.2,57.9,0,9,11,9,9.6,1138,688,631
18/8/2567,9:00:00,19.2,26.4,23.2,22.9,79.6,52.3,44.1,58.7,0,10,12,11,10.8,1913,1342,836
18/8/2567,10:00:00,19,26.4,23.2,22.9,79.6,53.4,46.2,59.7,0,10,12,11,10.8,4267,2463,766
18/8/2567,11:00:00,18.7,26.4,23.2,22.8,80.6,53.4,47.3,60.4,0,10,12,11,10.8,4324,1819,1176
18/8/2567,12:00:00,18.4,26.3,23.1,22.6,81.6,54.5,48.3,61.5,0,9,11,9,9.6,2656,4491,1223
18/8/2567,13:00:00,18.3,26.2,23,22.5,82.6,54.5,49.4,62.2,0,9,11,9,9.6,3110,2992,3062
18/8/2567,14:00:00,18.1,26.2,23,22.4,82.6,55.6,49.4,62.5,0,10,12,11,10.8,3931,2119,2589
18/8/2567,15:00:00,18.1,26.2,23,22.4,83.6,55.6,50.4,63.2,0,9,11,9,9.6,3750,2298,2138
18/8/2567,16:00:00,18.1,26.2,23,22.4,84.7,56.7,52.5,64.6,0,9,11,9,9.6,768,1370,1301
18/8/2567,17:00:00,17.8,26.3,23.1,22.4,84.7,57.8,53.6,65.3,0,9,11,9,9.6,383,583,332
18/8/2567,18:00:00,17.7,26.3,23.1,22.4,85.7,57.8,56.7,66.7,0,9,11,9,9.6,44,62,8
18/8/2567,19:00:00,17.7,26.2,23,22.3,85.7,58.9,58.8,67.8,0,9,11,9,9.6,0,0,1
18/8/2567,20:00:00,17.7,26.2,23,22.3,85.7,58.9,60.9,68.5,0,9,11,9,9.6,0,0,0
18/8/2567,21:00:00,17.7,26.1,22.9,22.2,85.7,58.9,63,69.2,0,9,11,9,9.6,0,0,0
18/8/2567,22:00:00,17.9,26.1,22.9,22.3,85.7,58.9,63,69.2,0,9,11,9,9.6,0,0,0
18/8/2567,23:00:00,18.1,26.1,22.9,22.3,86.7,58.9,64.1,69.9,0,9,11,9,9.6,0,0,0
19/8/2567,0:00:00,18.6,25.9,22.8,22.4,86.7,58.9,64.1,69.9,0,11,13,12,12,0,0,0
19/8/2567,1:00:00,19.3,25.8,22.7,22.6,86.7,58.9,65.1,70.2,0,12,15,13,13.2,0,0,0
19/8/2567,2:00:00,20,25.6,22.5,22.7,87.7,61,66.2,71.6,0,12,15,13,13.2,0,0,0
19/8/2567,3:00:00,20.6,25.5,22.4,22.8,87.7,63.2,66.2,72.4,0,12,15,13,13.2,0,0,0
19/8/2567,4:00:00,21.3,25.3,22.3,23,88.7,66.5,66.2,73.8,0,12,15,13,13.2,0,0,0
19/8/2567,5:00:00,21.9,25.2,22.2,23.1,88.7,66.5,67.2,74.1,0,12,15,13,13.2,0,0,0
19/8/2567,6:00:00,22.7,25.1,22.1,23.3,89.8,65.4,68.3,74.5,0,12,15,13,13.2,7,4,0
19/8/2567,7:00:00,23.7,25.1,22.1,23.6,89.8,67.6,68.3,75.2,0,12,15,13,13.2,332,448,121
19/8/2567,8:00:00,24,25.1,22.1,23.7,89.8,68.7,68.3,75.6,0,12,15,13,13.2,588,1293,862
19/8/2567,9:00:00,24.8,25,21.9,23.9,89.8,69.8,68.3,75.9,0,12,15,13,13.2,733,1854,1625
19/8/2567,10:00:00,25.4,25.1,22.1,24.2,89.8,70.9,68.3,76.3,0,12,15,13,13.2,867,2485,2302
19/8/2567,11:00:00,26.3,25.2,22.2,24.6,89.8,70.9,66.2,75.6,0,12,15,13,13.2,802,3443,1129
19/8/2567,12:00:00,26.3,25.2,22.2,24.6,90.8,70.9,66.2,75.9,0,12,15,13,13.2,1453,2626,1828
19/8/2567,13:00:00,26.8,25.1,22.1,24.6,91.8,71.9,67.2,77,0,12,15,13,13.2,6725,5550,2546
19/8/2567,14:00:00,27.8,24.9,21.8,24.8,91.8,73,68.3,77.7,0,12,15,13,13.2,7267,4327,2853
19/8/2567,15:00:00,28.3,24.9,21.8,25,91.8,73,69.3,78,0,12,15,13,13.2,5111,5202,1450
19/8/2567,16:00:00,28.6,24.9,21.8,25.1,91.8,74.1,68.3,78.1,0,12,15,13,13.2,2385,2027,573
19/8/2567,17:00:00,28.8,24.7,21.7,25.1,92.8,74.1,68.3,78.4,0,12,15,13,13.2,918,728,444
19/8/2567,18:00:00,29,24.6,21.6,25.1,92.8,74.1,68.3,78.4,0,12,15,13,13.2,18,19,36
19/8/2567,19:00:00,29.6,24.7,21.7,25.3,92.8,75.2,69.3,79.1,0,12,15,13,13.2,0,0,0
19/8/2567,20:00:00,30,24.7,21.7,25.5,93.8,75.2,69.3,79.5,0,11,13,12,12,0,0,0
19/8/2567,21:00:00,30.4,24.7,21.7,25.6,93.8,75.2,69.3,79.5,0,12,15,13,13.2,0,0,0
19/8/2567,22:00:00,30.4,24.7,21.7,25.6,92.8,76.3,65.1,78.1,0,11,13,12,12,0,0,0
19/8/2567,23:00:00,30.6,25,21.9,25.8,92.8,77.4,64.1,78.1,0,11,13,12,12,0,0,0
20/8/2567,0:00:00,30.2,25.6,22.5,26.1,90.8,78.5,63,77.4,0,9,11,9,9.6,0,0,0
20/8/2567,1:00:00,30.2,26.2,23,26.5,90.8,79.6,60.9,77.1,0,10,12,11,10.8,0,0,1
20/8/2567,2:00:00,30.8,26.8,23.5,27,87.7,80.7,59.9,76.1,0,10,12,11,10.8,0,0,0
20/8/2567,3:00:00,31.5,27.2,23.9,27.6,86.7,81.8,62,76.8,0,10,12,11,10.8,0,0,1
20/8/2567,4:00:00,31.6,28,24.6,28.1,86.7,82.8,62,77.2,0,10,12,11,10.8,0,0,0
20/8/2567,5:00:00,31.9,29.2,25.6,28.9,85.7,83.9,59.9,76.5,0,10,12,11,10.8,0,0,0
20/8/2567,6:00:00,31.9,30,26.4,29.4,84.7,86.1,58.8,76.5,0,9,11,9,9.6,0,0,6
20/8/2567,7:00:00,32.5,30.5,26.8,29.9,85.7,87.2,58.8,77.2,0,10,12,11,10.8,85,109,173
20/8/2567,8:00:00,32.4,30.7,27,30,86.7,87.2,58.8,77.6,0,10,12,11,10.8,517,884,369
20/8/2567,9:00:00,33,30.8,27.1,30.3,88.7,87.2,58.8,78.2,0,10,12,11,10.8,1018,1394,474
20/8/2567,10:00:00,33,31.5,27.7,30.8,89.8,88.3,57.8,78.6,0,10,12,11,10.8,1876,2341,573
20/8/2567,11:00:00,33,31.8,27.9,30.9,90.8,88.3,57.8,78.9,0,10,12,11,10.8,1383,2326,655
20/8/2567,12:00:00,33,32.5,28.6,31.4,90.8,87.2,57.8,78.6,0,10,12,11,10.8,3427,3349,885
20/8/2567,13:00:00,33.8,33,29,31.9,90.8,88.3,57.8,78.9,0,10,12,11,10.8,2280,4500,3808
20/8/2567,14:00:00,33.9,33.7,29.6,32.4,91.8,89.4,57.8,79.6,0,10,12,11,10.8,1612,3537,3710
20/8/2567,15:00:00,34,33.9,29.8,32.6,91.8,90.5,57.8,80,0,10,12,11,10.8,1750,3486,2118
20/8/2567,16:00:00,34.4,34.2,30,32.9,92.8,91.6,57.8,80.7,0,9,11,9,9.6,1039,1817,1258
20/8/2567,17:00:00,33.9,34.5,30.3,32.9,92.8,91.6,57.8,80.7,0,9,11,9,9.6,437,690,616
20/8/2567,18:00:00,34.7,34.4,30.2,33.1,93.8,91.6,59.9,81.8,0,9,11,9,9.6,47,53,15
20/8/2567,19:00:00,33.9,34.7,30.5,33,93.8,92.7,60.9,82.5,0,9,11,9,9.6,0,0,0
20/8/2567,20:00:00,34.4,35.3,31,33.5,94.9,92.7,60.9,82.8,0,9,11,9,9.6,0,0,0
20/8/2567,21:00:00,34.8,35.5,31.2,33.8,93.8,92.7,62,82.8,0,9,11,9,9.6,0,0,0
20/8/2567,22:00:00,35.1,35.3,31,33.8,93.8,92.7,63,83.2,0,9,11,9,9.6,0,0,1
20/8/2567,23:00:00,35,35.5,31.2,33.9,93.8,93.7,62,83.2,0,9,11,9,9.6,0,0,1
21/8/2567,0:00:00,34.5,35.7,31.4,33.9,91.8,93.7,62,82.5,0,12,15,13,13.2,0,0,0
21/8/2567,1:00:00,34.7,36.1,31.7,34.2,89.8,94.8,62,82.2,0,12,15,13,13.2,0,0,0
21/8/2567,2:00:00,35.1,36.2,31.8,34.4,87.7,93.7,63,81.5,0,12,15,13,13.2,0,0,0
21/8/2567,3:00:00,34.5,36.4,32,34.3,85.7,94.8,62,80.8,0,11,13,12,12,0,0,0
21/8/2567,4:00:00,34.6,36.4,32,34.4,83.6,94.8,60.9,79.8,0,12,15,13,13.2,0,0,0
21/8/2567,5:00:00,34.7,36.8,32.3,34.6,81.6,95.9,60.9,79.5,0,12,15,13,13.2,0,0,0
21/8/2567,6:00:00,34.5,36.9,32.4,34.6,79.6,93.7,62,78.4,0,11,13,12,12,3,0,0
21/8/2567,7:00:00,34.3,37.5,33,34.9,76.5,93.7,63,77.7,0,11,13,12,12,334,0,172
21/8/2567,8:00:00,33.9,36.6,32.1,34.2,75.5,91.6,64.1,77,0,11,13,12,12,980,0,810
21/8/2567,9:00:00,34.2,37.4,32.9,34.8,72.4,91.6,65.1,76.4,0,11,13,12,12,1409,0,1786
21/8/2567,10:00:00,33.1,37.5,33,34.5,70.4,91.6,66.2,76,0,11,13,12,12,1892,0,2575
21/8/2567,11:00:00,32.3,37.5,33,34.3,67.3,92.7,68.3,76.1,0,9,11,9,9.6,2625,0,1389
21/8/2567,12:00:00,31.9,37.9,33.3,34.3,66.3,92.7,68.3,75.7,0,9,11,9,9.6,2000,0,1088
21/8/2567,13:00:00,31.6,37.8,33.2,34.2,65.3,91.6,69.3,75.4,0,9,11,9,9.6,4237,0,2432
21/8/2567,14:00:00,31.4,36.7,32.2,33.4,63.2,90.5,70.4,74.7,0,9,11,9,9.6,3301,0,2014
21/8/2567,15:00:00,31.1,38,33.4,34.1,61.2,88.3,71.4,73.6,0,9,11,9,9.6,3971,0,941
21/8/2567,16:00:00,30.6,38.2,33.6,34.1,61.2,87.2,72.5,73.6,0,9,11,9,9.6,1542,0,881
21/8/2567,17:00:00,30.1,38.5,33.8,34.1,60.2,87.2,73.5,73.6,0,10,12,11,10.8,548,0,293
21/8/2567,18:00:00,29.4,38.5,33.8,33.9,58.1,86.1,73.5,72.6,0,10,12,11,10.8,15,0,36
21/8/2567,19:00:00,28.6,38.7,34,33.8,57.1,86.1,73.5,72.2,0,10,12,11,10.8,0,0,0
21/8/2567,20:00:00,28.2,38.5,33.8,33.5,56.1,88.3,73.5,72.6,0,10,12,11,10.8,0,0,0
21/8/2567,21:00:00,28.1,38.5,33.8,33.4,52,89.4,74.6,72,0,10,12,11,10.8,0,0,0
21/8/2567,22:00:00,28.2,38,33.4,33.2,52,88.3,73.5,71.3,0,10,12,11,10.8,0,0,0
21/8/2567,23:00:00,28.4,38.1,33.5,33.3,51,87.2,74.6,70.9,0,10,12,11,10.8,0,0,0
22/8/2567,0:00:00,28.4,38.6,33.9,33.6,50,95.9,74.6,73.5,0,10,12,11,10.8,0,0,0
22/8/2567,1:00:00,28.5,38.2,33.6,33.5,51,93.7,74.6,73.1,0,10,12,11,10.8,0,1,0
22/8/2567,2:00:00,28.5,37.8,33.2,33.2,49,91.6,72.5,71,0,10,12,11,10.8,0,0,0
22/8/2567,3:00:00,28.6,38.2,33.6,33.5,47.9,89.4,72.5,69.9,0,9,11,9,9.6,0,0,0
22/8/2567,4:00:00,28.5,38.7,34,33.8,47.9,87.2,72.5,69.2,0,9,11,9,9.6,0,0,0
22/8/2567,5:00:00,28.5,37.4,32.9,32.9,46.9,82.8,71.4,67.1,0,9,11,9,9.6,0,0,0
22/8/2567,6:00:00,28.4,36.8,32.3,32.5,44.9,79.6,70.4,64.9,0,9,11,9,9.6,0,10,5
22/8/2567,7:00:00,28.2,36.8,32.3,32.4,45.9,76.3,70.4,64.2,0,9,11,9,9.6,83,325,251
22/8/2567,8:00:00,28.3,37,32.6,32.6,44.9,76.3,71.4,64.2,0,9,11,9,9.6,668,879,551
22/8/2567,9:00:00,28.3,36.7,32.2,32.4,44.9,75.2,69.3,63.1,0,9,11,9,9.6,1057,1160,613
22/8/2567,10:00:00,28.3,36.4,32,32.3,43.9,74.1,67.2,61.7,0,9,11,9,9.6,1782,1064,620
22/8/2567,11:00:00,28.4,36.1,31.7,32.1,43.9,73,64.1,60.3,0,11,13,12,12,1771,1627,647
22/8/2567,12:00:00,28.5,36,31.6,32,43.9,70.9,65.1,59.9,0,11,13,12,12,2553,1690,896
22/8/2567,13:00:00,28.3,35.7,31.4,31.8,42.8,68.7,65.1,58.9,0,11,13,12,12,3434,4216,2649
22/8/2567,14:00:00,28.3,35.5,31.2,31.7,41.8,67.6,67.2,58.9,0,11,13,12,12,2697,3567,3113
22/8/2567,15:00:00,28.1,35.3,31,31.4,41.8,65.4,67.2,58.1,0,11,13,12,12,2658,2948,1527
22/8/2567,16:00:00,28.1,35.1,30.9,31.4,41.8,66.5,66.2,58.2,0,11,13,12,12,1381,1798,1357
22/8/2567,17:00:00,28.1,35,30.8,31.3,41.8,65.4,65.1,57.4,0,11,13,12,12,519,467,551
22/8/2567,18:00:00,28.2,34.9,30.7,31.2,39.8,65.4,63,56.1,0,12,15,13,13.2,41,11,15
22/8/2567,19:00:00,28.2,34.7,30.5,31.1,39.8,64.3,63,55.7,0,12,15,13,13.2,0,1,1
22/8/2567,20:00:00,28.2,34.5,30.3,31,40.8,64.3,60.9,55.3,0,12,15,13,13.2,0,0,0
22/8/2567,21:00:00,28.2,34.5,30.3,31,39.8,61,59.9,53.6,0,12,15,13,13.2,0,0,0
22/8/2567,22:00:00,28.3,34.5,30.3,31.1,39.8,62.1,60.9,54.3,0,12,15,13,13.2,0,0,0
22/8/2567,23:00:00,28.3,34.5,30.3,31.1,38.8,60,58.8,52.5,0,12,15,13,13.2,0,0,1
23/8/2567,0:00:00,28.3,34.7,30.5,31.1,39.8,60,57.8,52.5,0,12,15,13,13.2,0,0,0
23/8/2567,1:00:00,28.3,34.5,30.3,31.1,38.8,58.9,57.8,51.8,0,12,15,13,13.2,2,0,0
23/8/2567,2:00:00,28.3,34.3,30.1,30.9,37.7,58.9,58.8,51.8,0,12,15,13,13.2,0,0,0
23/8/2567,3:00:00,28.2,33.9,29.8,30.6,39.8,55.6,59.9,51.7,0,12,15,13,13.2,0,0,0
23/8/2567,4:00:00,27.9,33.6,29.5,30.3,39.8,55.6,56.7,50.7,0,11,13,12,12,0,0,0
23/8/2567,5:00:00,27.9,33.3,29.3,30.2,41.8,54.5,56.7,51,0,11,13,12,12,0,0,0
23/8/2567,6:00:00,27.9,33.5,29.4,30.3,41.8,55.6,54.6,50.7,0,11,13,12,12,11,0,0
23/8/2567,7:00:00,27.9,33.3,29.3,30.2,42.8,54.5,53.6,50.3,0,11,13,12,12,363,177,91
23/8/2567,8:00:00,27.9,33.2,29.2,30.1,43.9,57.8,52.5,51.4,0,11,13,12,12,1003,1195,785
23/8/2567,9:00:00,27.9,33,29,30,42.8,54.5,51.5,49.6,0,11,13,12,12,1329,2243,2182
23/8/2567,10:00:00,27.8,32.7,28.8,29.8,44.9,53.4,52.5,50.3,0,11,13,12,12,1218,3173,2920
23/8/2567,11:00:00,27.8,32.5,28.6,29.6,45.9,52.3,52.5,50.2,0,9,11,9,9.6,1869,1562,2716
23/8/2567,12:00:00,27.8,32.4,28.5,29.6,46.9,52.3,50.4,49.9,0,9,11,9,9.6,1943,2522,1946
23/8/2567,13:00:00,27.8,32.3,28.4,29.5,47.9,52.3,50.4,50.2,0,9,11,9,9.6,4866,3508,2526
23/8/2567,14:00:00,27.8,32,28.1,29.3,47.9,54.5,49.4,50.6,0,9,11,9,9.6,4115,3929,3549
23/8/2567,15:00:00,27.7,32,28.1,29.3,49,50.1,50.4,49.8,0,9,11,9,9.6,3398,2003,2032
23/8/2567,16:00:00,27.6,31.9,28,29.2,51,50.1,51.5,50.9,0,9,11,9,9.6,2067,798,656
23/8/2567,17:00:00,27.6,31.8,27.9,29.1,52,48,51.5,50.5,0,9,11,9,9.6,527,621,355
23/8/2567,18:00:00,27.5,31.8,27.9,29.1,55.1,49.1,52.5,52.2,0,9,11,9,9.6,13,50,45
23/8/2567,19:00:00,27.3,31.7,27.8,28.9,57.1,46.9,53.6,52.5,0,9,11,9,9.6,2,0,0
23/8/2567,20:00:00,27.1,31.5,27.7,28.8,59.2,48,54.6,53.9,0,10,12,11,10.8,0,0,0
23/8/2567,21:00:00,27,31.5,27.7,28.8,61.2,48,54.6,54.6,0,10,12,11,10.8,0,0,0
23/8/2567,22:00:00,27,31.3,27.5,28.6,61.2,49.1,53.6,54.6,0,10,12,11,10.8,0,0,0
23/8/2567,23:00:00,26.9,31.1,27.3,28.4,62.2,48,53.6,54.6,0,9,11,9,9.6,0,0,0
24/8/2567,0:00:00,26.9,30.7,27,28.2,62.2,46.9,53.6,54.2,0,9,11,9,9.6,0,0,0
24/8/2567,1:00:00,26.8,30.5,26.8,28,63.2,48,52.5,54.6,0,10,12,11,10.8,0,1,0
24/8/2567,2:00:00,26.8,30,26.4,27.7,64.3,48,53.6,55.3,0,9,11,9,9.6,0,0,0
24/8/2567,3:00:00,26.8,29.9,26.3,27.6,64.3,46.9,52.5,54.5,0,9,11,9,9.6,0,1,0
24/8/2567,4:00:00,26.8,29.6,26,27.5,64.3,46.9,53.6,54.9,0,9,11,9,9.6,0,0,0
24/8/2567,5:00:00,26.8,29.4,25.8,27.3,65.3,49.1,51.5,55.3,0,9,11,9,9.6,0,0,0
24/8/2567,6:00:00,26.6,29.2,25.6,27.1,66.3,51.2,52.5,56.7,0,9,11,9,9.6,0,8,5
24/8/2567,7:00:00,26.2,28.9,25.4,26.8,66.3,51.2,52.5,56.7,0,9,11,9,9.6,191,249,190
24/8/2567,8:00:00,26,28.8,25.3,26.7,66.3,50.1,52.5,56.3,0,9,11,9,9.6,1370,518,450
24/8/2567,9:00:00,25.8,28.7,25.2,26.5,66.3,52.3,53.6,57.4,0,9,11,9,9.6,2583,662,591
24/8/2567,10:00:00,25.5,28.8,25.3,26.5,66.3,53.4,52.5,57.4,0,9,11,9,9.6,3658,798,684
24/8/2567,11:00:00,25.3,28.7,25.2,26.4,64.3,53.4,53.6,57.1,0,11,13,12,12,1794,911,781
24/8/2567,12:00:00,25.3,28.9,25.4,26.5,64.3,54.5,56.7,58.5,0,12,15,13,13.2,2905,1226,1319
24/8/2567,13:00:00,25.3,28.7,25.2,26.4,65.3,54.5,57.8,59.2,0,12,15,13,13.2,4046,5240,5318
24/8/2567,14:00:00,25.2,28.3,24.9,26.1,66.3,55.6,59.9,60.6,0,12,15,13,13.2,4534,5106,4995
24/8/2567,15:00:00,25.1,28.1,24.7,25.9,67.3,55.6,59.9,60.9,0,12,15,13,13.2,2305,2919,3676
24/8/2567,16:00:00,25.1,28,24.6,25.9,66.3,56.7,60.9,61.3,0,12,15,13,13.2,910,1738,1742
24/8/2567,17:00:00,25.2,27.8,24.5,25.8,66.3,57.8,60.9,61.7,0,12,15,13,13.2,705,857,608
24/8/2567,18:00:00,25.3,27.8,24.5,25.9,66.3,57.8,62,62,0,12,15,13,13.2,57,21,16
