Date,Time,Temperature-C-01,Temperature-C-02,Temperature-C-03,Avg-Temperature,Rh-01,Rh-02,Rh-03,Rh-Average,Prec,Soil Moisture-1,Soil Moisture-2,Soil Moisture-3,M-Average,Light-01,Light-02,Light-03
24/8/2567,19:00:00,25.3,27.7,24.4,25.8,67.3,58.9,63,63.1,0,12,15,13,13.2,0,0,0
24/8/2567,20:00:00,25.4,27.6,24.3,25.8,67.3,58.9,64.1,63.4,0,12,15,13,13.2,0,0,0
24/8/2567,21:00:00,25.4,27.6,24.3,25.8,67.3,58.9,64.1,63.4,0,12,15,13,13.2,0,0,0
24/8/2567,22:00:00,25.4,27.6,24.3,25.8,63.2,58.9,64.1,62.1,0,12,15,13,13.2,0,1,0
24/8/2567,23:00:00,25.4,27.5,24.2,25.7,62.2,58.9,64.1,61.7,0,12,15,13,13.2,0,1,0
25/8/2567,0:00:00,25.3,27.4,24,25.6,61.2,58.9,66.2,62.1,0,12,15,13,13.2,0,0,0
25/8/2567,1:00:00,25.6,27.2,23.9,25.6,59.2,58.9,66.2,61.4,0,12,15,13,13.2,2,0,0
25/8/2567,2:00:00,26.2,27.2,23.9,25.8,58.1,61,66.2,61.8,0,12,15,13,13.2,0,0,0
25/8/2567,3:00:00,26.5,27.1,23.8,25.8,60.2,63.2,67.2,63.5,0,12,15,13,13.2,2,0,0
25/8/2567,4:00:00,26.6,27,23.7,25.8,60.2,66.5,70.4,65.7,0,12,15,13,13.2,0,0,0
25/8/2567,5:00:00,27,26.9,23.6,25.8,58.1,66.5,71.4,65.3,0,12,15,13,13.2,0,0,0
25/8/2567,6:00:00,27.6,26.9,23.6,26,57.1,65.4,74.6,65.7,0,12,15,13,13.2,10,0,0
25/8/2567,7:00:00,27.6,26.9,23.6,26,57.1,67.6,76.7,67.1,0,11,13,12,12,275,248,117
25/8/2567,8:00:00,27.4,26.9,23.6,26,57.1,68.7,77.7,67.8,0,12,15,13,13.2,586,1123,688
25/8/2567,9:00:00,27.9,26.8,23.5,26.1,57.1,69.8,78.8,68.5,0,11,13,12,12,753,2464,1171
25/8/2567,10:00:00,28.8,26.6,23.4,26.3,56.1,70.9,78.8,68.6,0,11,13,12,12,910,3547,1512
25/8/2567,11:00:00,29.6,26.6,23.4,26.5,56.1,70.9,79.8,68.9,0,12,15,13,13.2,1041,1919,2133
25/8/2567,12:00:00,30,26.5,23.3,26.6,56.1,70.9,80.9,69.3,0,12,15,13,13.2,1406,1505,881
25/8/2567,13:00:00,29.7,26.4,23.2,26.4,56.1,71.9,80.9,69.6,0,12,15,13,13.2,6051,3351,1310
25/8/2567,14:00:00,29,26.8,23.5,26.4,56.1,73,80.9,70,0,12,15,13,13.2,5895,2777,2193
25/8/2567,15:00:00,29.4,27.1,23.8,26.8,56.1,73,81.9,70.3,0,12,15,13,13.2,3365,1304,1700
25/8/2567,16:00:00,29.4,27.2,23.9,26.9,56.1,74.1,81.9,70.7,0,12,15,13,13.2,1998,1221,1010
25/8/2567,17:00:00,29.8,27.2,23.9,27,56.1,74.1,83,71.1,0,12,15,13,13.2,979,413,316
25/8/2567,18:00:00,30.8,27.2,23.9,27.3,58.1,74.1,83,71.7,0,11,13,12,12,25,50,24
25/8/2567,19:00:00,30.6,27.2,23.9,27.3,59.2,75.2,83,72.4,0,11,13,12,12,0,0,0
25/8/2567,20:00:00,31.5,27,23.7,27.4,59.2,75.2,84,72.8,0,12,15,13,13.2,0,0,0
25/8/2567,21:00:00,31.7,26.8,23.5,27.3,60.2,75.2,84,73.1,0,13,16,14,14.4,0,0,0
25/8/2567,22:00:00,31.3,27,23.7,27.3,61.2,76.3,84,73.8,0,13,16,14,14.4,2,0,0
25/8/2567,23:00:00,32.2,27.4,24,27.9,60.2,77.4,84,73.9,0,14,17,15,15.6,2,0,0
26/8/2567,0:00:00,32.9,25.6,22.5,27,60.2,78.5,85.1,74.6,0,13,16,14,14.4,0,0,0
26/8/2567,1:00:00,32.8,26.2,23,27.3,60.2,79.6,85.1,74.9,0,12,15,13,13.2,0,0,0
26/8/2567,2:00:00,32.2,26.8,23.5,27.5,61.2,80.7,86.1,76,0,12,15,13,13.2,0,0,0
26/8/2567,3:00:00,32.1,27.2,23.9,27.8,60.2,81.8,86.1,76,0,12,15,13,13.2,0,0,0
26/8/2567,4:00:00,33.7,28,24.6,28.7,59.2,82.8,87.2,76.4,0,12,15,13,13.2,0,0,0
26/8/2567,5:00:00,33.4,29.2,25.6,29.4,59.2,83.9,87.2,76.7,0,12,15,13,13.2,0,0,0
26/8/2567,6:00:00,34.3,30,26.4,30.2,60.2,86.1,87.2,77.8,0,11,13,12,12,0,7,5
26/8/2567,7:00:00,34.6,30.5,26.8,30.6,61.2,87.2,87.2,78.5,0,12,15,13,13.2,273,357,303
26/8/2567,8:00:00,34.6,30.7,27,30.8,62.2,87.2,88.2,79.2,0,12,15,13,13.2,1286,768,713
26/8/2567,9:00:00,35,30.8,27.1,31,63.2,87.2,88.2,79.5,0,12,15,13,13.2,2838,853,776
26/8/2567,10:00:00,35.1,31.5,27.7,31.4,64.3,88.3,88.2,80.3,0,12,15,13,13.2,4092,863,840
26/8/2567,11:00:00,35.1,31.8,27.9,31.6,66.3,88.3,88.2,80.9,0,11,13,12,12,2208,900,982
26/8/2567,12:00:00,35.8,32.5,28.6,32.3,66.3,87.2,89.3,80.9,0,11,13,12,12,1728,1242,1368
26/8/2567,13:00:00,35.5,33,29,32.5,67.3,88.3,90.3,82,0,11,13,12,12,3864,3649,3926
26/8/2567,14:00:00,35.9,33.7,29.6,33.1,68.3,89.4,90.3,82.7,0,11,13,12,12,3200,4286,5005
26/8/2567,15:00:00,35.4,33.9,29.8,33.1,69.4,90.5,90.3,83.4,0,11,13,12,12,1496,2109,3026
26/8/2567,16:00:00,35.3,34.2,30,33.2,70.4,91.6,91.4,84.4,0,11,13,12,12,1399,1874,1163
26/8/2567,17:00:00,35,34.5,30.3,33.3,71.4,91.6,90.3,84.4,0,11,13,12,12,465,768,370
26/8/2567,18:00:00,34.7,34.4,30.2,33.1,71.4,91.6,90.3,84.4,0,11,13,12,12,57,21,7
26/8/2567,19:00:00,34.4,34.7,30.5,33.2,71.4,92.7,90.3,84.8,0,12,15,13,13.2,0,1,0
26/8/2567,20:00:00,33.9,35.3,31,33.4,71.4,92.7,90.3,84.8,0,12,15,13,13.2,0,0,0
26/8/2567,21:00:00,34,35.5,31.2,33.6,72.4,92.7,90.3,85.1,0,12,15,13,13.2,0,0,0
26/8/2567,22:00:00,34.2,35.3,31,33.5,71.4,92.7,90.3,84.8,0,11,13,12,12,0,0,0
26/8/2567,23:00:00,34.3,35.5,31.2,33.6,72.4,93.7,89.3,85.1,0,11,13,12,12,0,1,0
27/8/2567,0:00:00,34.6,35.7,31.4,33.9,72.4,93.7,89.3,85.1,0,11,13,12,12,0,0,0
27/8/2567,1:00:00,34.6,36.1,31.7,34.1,72.4,94.8,90.3,85.9,0,11,13,12,12,0,0,0
27/8/2567,2:00:00,34.5,36.2,31.8,34.2,70.4,93.7,91.4,85.2,0,10,12,11,10.8,0,0,0
27/8/2567,3:00:00,34.3,36.4,32,34.2,70.4,94.8,91.4,85.5,0,10,12,11,10.8,0,0,0
27/8/2567,4:00:00,34.4,36.4,32,34.3,70.4,94.8,92.4,85.9,0,11,13,12,12,0,0,0
27/8/2567,5:00:00,35.4,36.8,32.3,34.9,69.4,95.9,92.4,85.9,0,10,12,11,10.8,0,0,0
27/8/2567,6:00:00,35.2,36.9,32.4,34.9,68.3,93.7,93.5,85.2,0,10,12,11,10.8,8,0,0
27/8/2567,7:00:00,35.1,37.5,33,35.2,68.3,93.7,93.5,85.2,0,10,12,11,10.8,399,137,167
27/8/2567,8:00:00,35.1,36.6,32.1,34.6,69.4,91.6,93.5,84.8,0,10,12,11,10.8,876,1089,794
27/8/2567,9:00:00,34.8,37.4,32.9,35,67.3,91.6,94.5,84.5,0,10,12,11,10.8,974,3007,1335
27/8/2567,10:00:00,34.7,37.5,33,35.1,65.3,91.6,94.5,83.8,0,10,12,11,10.8,985,4021,2978
27/8/2567,11:00:00,34.4,37.5,33,35,62.2,92.7,94.5,83.1,0,11,13,12,12,1028,3741,3018
27/8/2567,12:00:00,33.1,37.9,33.3,34.8,63.2,92.7,93.5,83.1,0,12,15,13,13.2,1424,2684,1854
27/8/2567,13:00:00,32.5,37.8,33.2,34.5,63.2,91.6,93.5,82.8,0,12,15,13,13.2,4210,3480,2170
27/8/2567,14:00:00,32.2,36.7,32.2,33.7,65.3,90.5,94.5,83.4,0,12,15,13,13.2,4946,4885,2744
27/8/2567,15:00:00,32,38,33.4,34.5,65.3,88.3,94.5,82.7,0,11,13,12,12,2427,2802,2617
27/8/2567,16:00:00,31.7,38.2,33.6,34.5,64.3,91.6,95.6,83.8,0,11,13,12,12,2156,912,536
27/8/2567,17:00:00,31.5,38.5,33.8,34.6,63.2,91.6,95.6,83.5,0,11,13,12,12,876,499,267
27/8/2567,18:00:00,31.2,38.5,33.8,34.5,61.2,91.6,95.6,82.8,0,11,13,12,12,25,61,31
27/8/2567,19:00:00,31.1,38.7,34,34.6,61.2,92.7,94.5,82.8,0,11,13,12,12,2,0,0
27/8/2567,20:00:00,30.8,38.5,33.8,34.4,59.2,92.7,94.5,82.1,0,12,15,13,13.2,0,0,0
27/8/2567,21:00:00,30.8,38.5,33.8,34.4,58.1,92.7,94.5,81.8,0,12,15,13,13.2,0,0,0
27/8/2567,22:00:00,30.7,38,33.4,34,59.2,92.7,94.5,82.1,0,12,15,13,13.2,0,0,0
27/8/2567,23:00:00,30.6,38.1,33.5,34.1,57.1,93.7,93.5,81.4,0,12,15,13,13.2,2,0,0
28/8/2567,0:00:00,30.2,38.6,33.9,34.3,56.1,91.6,92.4,80,0,12,15,13,13.2,0,0,0
28/8/2567,1:00:00,30,38.2,33.6,34,56.1,85,90.3,77.1,0,12,15,13,13.2,0,0,0
28/8/2567,2:00:00,30,37.8,33.2,33.7,57.1,82.8,88.2,76.1,0,12,15,13,13.2,0,0,0
28/8/2567,3:00:00,29.9,38.2,33.6,33.9,58.1,82.8,86.1,75.7,0,12,15,13,13.2,0,0,0
28/8/2567,4:00:00,29.3,38.7,34,34,55.1,81.8,84,73.6,0,11,13,12,12,0,0,0
28/8/2567,5:00:00,28.8,37.4,32.9,33,55.1,81.8,79.8,72.2,0,11,13,12,12,0,0,0
28/8/2567,6:00:00,28.3,36.8,32.3,32.5,53,82.8,76.7,70.8,0,11,13,12,12,0,6,5
28/8/2567,7:00:00,28.2,36.8,32.3,32.4,52,82.8,73.5,69.5,0,11,13,12,12,145,272,232
28/8/2567,8:00:00,27.9,37,32.6,32.5,51,82.8,73.5,69.1,0,11,13,12,12,1247,630,410
28/8/2567,9:00:00,27.7,36.7,32.2,32.2,50,82.8,72.5,68.4,0,11,13,12,12,3467,822,512
28/8/2567,10:00:00,27.6,36.4,32,32,51,83.9,71.4,68.8,0,11,13,12,12,4639,951,605
28/8/2567,11:00:00,27.4,36.1,31.7,31.7,51,83.9,70.4,68.4,0,11,13,12,12,4316,1084,560
28/8/2567,12:00:00,27.1,36,31.6,31.6,49,83.9,68.3,67,0,11,13,12,12,3093,1823,1014
28/8/2567,13:00:00,27.1,35.7,31.4,31.4,49,82.8,66.2,66,0,11,13,12,12,4013,7315,4694
28/8/2567,14:00:00,27,35.5,31.2,31.2,47.9,83.9,65.1,65.7,0,11,13,12,12,5640,6871,5072
28/8/2567,15:00:00,26.9,35.3,31,31,49,85,63,65.7,0,11,13,12,12,3229,5059,3567
28/8/2567,16:00:00,26.9,35.1,30.9,31,50,85,64.1,66.4,0,11,13,12,12,1042,2404,1664
28/8/2567,17:00:00,26.8,35,30.8,30.9,50,86.1,63,66.4,0,11,13,12,12,565,846,641
28/8/2567,18:00:00,26.6,34.9,30.7,30.7,51,87.2,63,67.1,0,11,13,12,12,71,22,13
28/8/2567,19:00:00,26.6,34.7,30.5,30.6,52,87.2,62,67.1,0,11,13,12,12,0,0,0
28/8/2567,20:00:00,26.5,34.5,30.3,30.4,53,87.2,62,67.4,0,11,13,12,12,0,0,0
28/8/2567,21:00:00,26.2,34.5,30.3,30.4,53,87.2,58.8,66.3,0,11,13,12,12,0,0,0
28/8/2567,22:00:00,26.2,34.5,30.3,30.4,52,88.3,59.9,66.7,0,11,13,12,12,0,0,0
28/8/2567,23:00:00,26.3,34.5,30.3,30.4,52,88.3,57.8,66,0,11,13,12,12,0,0,0
29/8/2567,0:00:00,26.2,34.7,30.5,30.4,52,89.4,57.8,66.4,0,11,13,12,12,0,0,0
29/8/2567,1:00:00,26,34.5,30.3,30.3,51,89.4,56.7,65.7,0,11,13,12,12,0,0,0
29/8/2567,2:00:00,26,34.3,30.1,30.1,52,89.4,56.7,66,0,11,13,12,12,0,0,0
29/8/2567,3:00:00,25.9,33.9,29.8,29.9,51,89.4,53.6,64.6,0,10,12,11,10.8,0,0,0
29/8/2567,4:00:00,25.8,33.6,29.5,29.6,52,89.4,53.6,65,0,9,11,9,9.6,0,0,0
29/8/2567,5:00:00,25.8,33.3,29.3,29.5,50,89.4,52.5,64,0,9,11,9,9.6,0,0,0
29/8/2567,6:00:00,25.6,33.5,29.4,29.5,51,91.6,53.6,65.4,0,10,12,11,10.8,7,0,0
29/8/2567,7:00:00,25.5,33.3,29.3,29.4,51,93.7,52.5,65.7,0,10,12,11,10.8,301,171,59
29/8/2567,8:00:00,25.4,33.2,29.2,29.3,51,93.7,55.7,66.8,0,11,13,12,12,715,956,361
29/8/2567,9:00:00,25.4,33,29,29.1,52,94.8,52.5,66.5,0,11,13,12,12,938,1619,710
29/8/2567,10:00:00,25.4,32.7,28.8,29,51,95.9,51.5,66.1,0,11,13,12,12,1087,2088,1309
29/8/2567,11:00:00,25.4,32.5,28.6,28.8,52,95.9,50.4,66.1,0,11,13,12,12,1242,2940,965
29/8/2567,12:00:00,25.3,32.4,28.5,28.7,55.1,97,50.4,67.5,0,11,13,12,12,2096,1221,2392
29/8/2567,13:00:00,25.2,32.3,28.4,28.6,56.1,97,50.4,67.8,0,11,13,12,12,8451,1811,1591
29/8/2567,14:00:00,25.2,32,28.1,28.5,58.1,97,52.5,69.2,0,11,13,12,12,7938,3023,1125
29/8/2567,15:00:00,25.2,32,28.1,28.5,58.1,95.9,48.3,67.5,0,11,13,12,12,5841,2345,1221
29/8/2567,16:00:00,25.2,31.9,28,28.4,59.2,94.8,48.3,67.4,0,11,13,12,12,2768,1398,725
29/8/2567,17:00:00,25.3,31.8,27.9,28.3,59.2,93.7,46.2,66.4,0,11,13,12,12,966,446,305
29/8/2567,18:00:00,25.3,31.8,27.9,28.3,60.2,91.6,47.3,66.3,0,9,11,9,9.6,25,33,33
29/8/2567,19:00:00,25.2,31.7,27.8,28.2,61.2,88.3,45.2,64.9,0,9,11,9,9.6,0,0,0
29/8/2567,20:00:00,25.2,31.5,27.7,28.2,62.2,87.2,46.2,65.2,0,9,11,9,9.6,0,0,0
29/8/2567,21:00:00,25.1,31.5,27.7,28.1,62.2,83.9,46.2,64.1,0,9,11,9,9.6,0,0,0
29/8/2567,22:00:00,25.1,31.3,27.5,28,62.2,81.8,47.3,63.7,0,9,11,9,9.6,0,0,0
29/8/2567,23:00:00,25.1,31.1,27.3,27.8,62.2,79.6,46.2,62.7,0,9,11,9,9.6,0,0,0
30/8/2567,0:00:00,25,30.7,27,27.6,64.3,74.1,45.2,61.2,0,9,11,9,9.6,0,0,0
30/8/2567,1:00:00,24.8,30.5,26.8,27.4,64.3,73,46.2,61.2,0,9,11,9,9.6,0,0,0
30/8/2567,2:00:00,24.6,30,26.4,27,64.3,71.9,46.2,60.8,0,9,11,9,9.6,0,0,0
30/8/2567,3:00:00,24.5,29.9,26.3,26.9,65.3,73,45.2,61.2,0,10,12,11,10.8,0,0,0
30/8/2567,4:00:00,24.4,29.6,26,26.7,68.3,69.8,45.2,61.1,0,10,12,11,10.8,0,0,0
30/8/2567,5:00:00,24.3,29.4,25.8,26.5,69.4,69.8,47.3,62.1,0,10,12,11,10.8,0,0,0
30/8/2567,6:00:00,24.2,29.2,25.6,26.3,72.4,68.7,49.4,63.5,0,9,11,9,9.6,0,6,2
30/8/2567,7:00:00,24.2,28.9,25.4,26.2,74.5,67.6,49.4,63.8,0,9,11,9,9.6,185,427,233
30/8/2567,8:00:00,24.2,28.8,25.3,26.1,75.5,66.5,48.3,63.4,0,10,12,11,10.8,1093,990,684
30/8/2567,9:00:00,24,28.7,25.2,26,76.5,66.5,50.4,64.5,0,9,11,9,9.6,1861,1077,983
30/8/2567,10:00:00,24.2,28.8,25.3,26.1,76.5,64.3,51.5,64.1,0,9,11,9,9.6,2403,1164,1320
30/8/2567,11:00:00,24.3,28.7,25.2,26,77.5,62.1,51.5,63.7,0,9,11,9,9.6,3389,1360,1832
30/8/2567,12:00:00,24.3,28.9,25.4,26.2,78.5,62.1,52.5,64.4,0,9,11,9,9.6,1399,1891,1396
30/8/2567,13:00:00,24.2,28.7,25.2,26,78.5,62.1,52.5,64.4,0,9,11,9,9.6,2082,5403,2957
30/8/2567,14:00:00,23.9,28.3,24.9,25.7,78.5,61,53.6,64.4,0,9,11,9,9.6,3485,6885,2304
30/8/2567,15:00:00,23.9,28.1,24.7,25.6,79.6,61,53.6,64.7,0,9,11,9,9.6,2701,4167,2771
30/8/2567,16:00:00,23.9,28,24.6,25.5,79.6,61,54.6,65.1,0,9,11,9,9.6,1605,1608,1076
30/8/2567,17:00:00,23.8,27.8,24.5,25.4,80.6,58.9,55.7,65,0,9,11,9,9.6,503,520,383
30/8/2567,18:00:00,23.7,27.8,24.5,25.3,80.6,58.9,55.7,65,0,11,13,12,12,38,9,10
30/8/2567,19:00:00,23.8,27.7,24.4,25.3,80.6,57.8,56.7,65,0,12,15,13,13.2,0,0,0
30/8/2567,20:00:00,23.8,27.6,24.3,25.2,81.6,56.7,56.7,65,0,12,15,13,13.2,0,0,0
30/8/2567,21:00:00,23.8,27.6,24.3,25.2,81.6,56.7,56.7,65,0,12,15,13,13.2,0,0,0
30/8/2567,22:00:00,23.8,27.6,24.3,25.2,81.6,54.5,56.7,64.3,0,12,15,13,13.2,0,0,0
30/8/2567,23:00:00,24,27.5,24.2,25.2,81.6,53.4,56.7,63.9,0,12,15,13,13.2,0,0,0
31/8/2567,0:00:00,24.6,27.4,24,25.3,82.6,54.5,56.7,64.6,0,12,15,13,13.2,0,0,0
31/8/2567,1:00:00,25.2,27.2,23.9,25.5,82.6,52.3,56.7,63.9,0,12,15,13,13.2,0,0,0
31/8/2567,2:00:00,25.8,27.2,23.9,25.6,83.6,53.4,58.8,65.3,0,12,15,13,13.2,0,0,0
31/8/2567,3:00:00,26.2,27.1,23.8,25.7,83.6,52.3,60.9,65.6,0,12,15,13,13.2,0,0,0
31/8/2567,4:00:00,26.9,27,23.7,25.9,84.7,51.2,64.1,66.6,0,12,15,13,13.2,0,0,0
31/8/2567,5:00:00,28.1,26.9,23.6,26.2,84.7,51.2,64.1,66.6,0,12,15,13,13.2,0,0,0
31/8/2567,6:00:00,28.9,26.9,23.6,26.5,84.7,52.3,63,66.7,0,12,15,13,13.2,7,0,0
31/8/2567,7:00:00,29.3,26.9,23.6,26.6,84.7,51.2,65.1,67,0,12,15,13,13.2,481,241,58
31/8/2567,8:00:00,29.6,26.9,23.6,26.7,85.7,51.2,66.2,67.7,0,12,15,13,13.2,1133,1102,466
31/8/2567,9:00:00,29.7,26.8,23.5,26.7,85.7,49.1,67.2,67.3,0,12,15,13,13.2,1232,1845,738
31/8/2567,10:00:00,30.4,26.6,23.4,26.8,85.7,51.2,68.3,68.4,0,12,15,13,13.2,1334,4101,1244
31/8/2567,11:00:00,30.6,26.6,23.4,26.9,85.7,49.1,68.3,67.7,0,12,15,13,13.2,1561,4156,1236
31/8/2567,12:00:00,31.3,26.5,23.3,27,86.7,49.1,68.3,68,0,12,15,13,13.2,2175,2557,1782
31/8/2567,13:00:00,31.7,26.4,23.2,27.1,87.7,48,69.3,68.3,0,12,15,13,13.2,6239,2992,2396
31/8/2567,14:00:00,32.4,26.8,23.5,27.6,87.7,49.1,70.4,69,0,11,13,12,12,7954,3779,1882
31/8/2567,15:00:00,32.7,27.1,23.8,27.9,87.7,48,70.4,68.7,0,12,15,13,13.2,4808,3605,1855
31/8/2567,16:00:00,32.9,23.3,20.5,25.6,88.7,46.9,71.4,69,0,11,13,12,12,1848,747,964
31/8/2567,17:00:00,33.2,23.2,20.4,25.6,87.7,45.8,71.4,68.3,0,11,13,12,12,588,379,362
31/8/2567,18:00:00,33.1,23.2,20.4,25.6,87.7,46.9,71.4,68.7,0,9,11,9,9.6,11,42,29
31/8/2567,19:00:00,33.4,23.2,20.4,25.6,87.7,45.8,72.5,68.7,0,10,12,11,10.8,0,0,0
31/8/2567,20:00:00,33.9,23.1,20.3,25.8,87.7,45.8,72.5,68.7,0,10,12,11,10.8,0,0,0
31/8/2567,21:00:00,34.2,22.9,20.2,25.8,87.7,46.9,72.5,69,0,10,12,11,10.8,0,0,0
31/8/2567,22:00:00,33.9,22.9,20.2,25.7,87.7,48,73.5,69.7,0,10,12,11,10.8,0,0,0
31/8/2567,23:00:00,34.2,22.8,20.1,25.7,86.7,49.1,74.6,70.1,0,10,12,11,10.8,0,0,0
1/9/2567,0:00:00,34.4,23.1,20.3,25.9,86.7,49.1,75.6,70.5,0,9,11,9,9.6,0,0,0
1/9/2567,1:00:00,34.7,24.4,21.4,26.8,87.7,48,76.7,70.8,0,10,12,11,10.8,0,0,1
1/9/2567,2:00:00,34.8,24.9,21.8,27.2,88.7,49.1,77.7,71.8,0,10,12,11,10.8,0,0,0
1/9/2567,3:00:00,35.1,24.7,21.7,27.2,88.7,51.2,78.8,72.9,0,10,12,11,10.8,0,0,0
1/9/2567,4:00:00,35.1,24.6,21.6,27.1,89.8,53.4,79.8,74.3,0,10,12,11,10.8,0,0,0
1/9/2567,5:00:00,35.4,24.5,21.5,27.1,89.8,54.5,80.9,75,0,10,12,11,10.8,0,0,0
1/9/2567,6:00:00,35.5,24.3,21.3,27,90.8,56.7,83,76.8,0,10,12,11,10.8,0,6,8
1/9/2567,7:00:00,36.1,24,21.1,27.1,90.8,56.7,84,77.2,0,10,12,11,10.8,265,330,254
1/9/2567,8:00:00,35.2,24,21.1,26.8,90.8,58.9,84,77.9,0,10,12,11,10.8,1262,575,700
1/9/2567,9:00:00,36,23.9,21,27,91.8,61,84,78.9,0,10,12,11,10.8,2122,714,928
1/9/2567,10:00:00,36.1,23.8,20.9,26.9,91.8,64.3,85.1,80.4,0,9,11,9,9.6,4732,843,850
1/9/2567,11:00:00,36.1,23.5,20.7,26.8,91.8,67.6,85.1,81.5,0,9,11,9,9.6,4796,780,1304
1/9/2567,12:00:00,36.5,23.5,20.7,26.9,90.8,68.7,84,81.2,0,9,11,9,9.6,2946,1404,1356
1/9/2567,13:00:00,36.3,23.5,20.7,26.9,90.8,70.9,85.1,82.2,0,9,11,9,9.6,3449,6457,3396
1/9/2567,14:00:00,35.3,23.4,20.6,26.4,91.8,73,86.1,83.6,0,9,11,9,9.6,4360,6976,2872
1/9/2567,15:00:00,36.6,23.2,20.4,26.7,91.8,75.2,87.2,84.7,0,9,11,9,9.6,4158,4910,2371
1/9/2567,16:00:00,36.8,23.1,20.3,26.7,92.8,76.3,88.2,85.8,0,9,11,9,9.6,851,2297,1443
1/9/2567,17:00:00,37,22.9,20.2,26.7,92.8,78.5,88.2,86.5,0,9,11,9,9.6,425,891,368
1/9/2567,18:00:00,37,22.7,20,26.6,92.8,78.5,88.2,86.5,0,12,15,13,13.2,49,17,9
1/9/2567,19:00:00,37.3,22.7,20,26.6,91.8,79.6,89.3,86.9,0,12,15,13,13.2,0,0,1
1/9/2567,20:00:00,37,22.7,20,26.6,91.8,80.7,89.3,87.2,0,12,15,13,13.2,0,0,0
1/9/2567,21:00:00,37,22.6,19.8,26.5,91.8,81.8,89.3,87.6,0,11,13,12,12,0,0,0
1/9/2567,22:00:00,36.6,22.3,19.6,26.2,91.8,82.8,89.3,88,0,12,15,13,13.2,0,0,0
1/9/2567,23:00:00,36.7,22.2,19.5,26.1,90.8,82.8,90.3,88,0,12,15,13,13.2,0,0,0
2/9/2567,0:00:00,37.1,22.1,19.4,26.2,89.8,83.9,90.3,88,0,11,13,12,12,0,0,0
2/9/2567,1:00:00,36.8,22,19.3,26,87.7,85,91.4,88,0,11,13,12,12,0,0,0
2/9/2567,2:00:00,36.3,21.9,19.2,25.8,85.7,85,90.3,87,0,11,13,12,12,0,0,0
2/9/2567,3:00:00,36.8,21.7,19.1,25.9,83.6,86.1,91.4,87,0,11,13,12,12,0,0,0
2/9/2567,4:00:00,37.3,21.7,19.1,26,81.6,87.2,91.4,86.7,0,11,13,12,12,0,0,0
2/9/2567,5:00:00,36,21.5,18.9,25.5,77.5,88.3,92.4,86.1,0,9,11,9,9.6,0,0,0
2/9/2567,6:00:00,35.4,21.2,18.6,25.1,74.5,88.3,90.3,84.4,0,9,11,9,9.6,7,0,0
2/9/2567,7:00:00,35.4,20.8,18.3,24.8,71.4,89.4,90.3,83.7,0,9,11,9,9.6,368,82,134
2/9/2567,8:00:00,35.7,20.7,18.2,24.8,71.4,90.5,88.2,83.4,0,9,11,9,9.6,652,507,956
2/9/2567,9:00:00,35.3,20.6,18.1,24.6,70.4,90.5,88.2,83,0,9,11,9,9.6,813,987,1803
2/9/2567,10:00:00,35.1,20.4,18,24.5,69.4,91.6,88.2,83,0,9,11,9,9.6,962,1809,2553
2/9/2567,11:00:00,34.7,20.2,17.7,24.2,68.3,91.6,89.3,83.1,0,10,12,11,10.8,889,1337,1252
2/9/2567,12:00:00,34.6,20.2,17.7,24.2,66.3,91.6,89.3,82.4,0,10,12,11,10.8,1612,3296,2028
2/9/2567,13:00:00,34.4,20.3,17.9,24.2,64.3,91.6,88.2,81.3,0,10,12,11,10.8,7458,2196,2824
2/9/2567,14:00:00,34.2,20.6,18.1,24.3,63.2,91.6,87.2,80.7,0,10,12,11,10.8,8059,1557,3164
2/9/2567,15:00:00,33.9,21,18.5,24.5,61.2,92.7,85.1,79.6,0,10,12,11,10.8,5669,1688,1608
2/9/2567,16:00:00,33.8,21.4,18.8,24.7,62.2,92.7,84,79.6,0,10,12,11,10.8,2645,1008,635
2/9/2567,17:00:00,33.7,21.7,19.1,24.9,61.2,92.7,84,79.3,0,10,12,11,10.8,1018,430,492
2/9/2567,18:00:00,33.6,22.2,19.5,25.1,61.2,93.7,83,79.3,0,10,12,11,10.8,20,45,40
2/9/2567,19:00:00,33.4,22.7,20,25.3,60.2,93.7,83,79,0,10,12,11,10.8,0,0,0
2/9/2567,20:00:00,33.2,22.9,20.2,25.4,60.2,94.8,85.1,80,0,10,12,11,10.8,0,0,0
2/9/2567,21:00:00,33.2,23.4,20.6,25.7,57.1,94.8,86.1,79.4,0,9,11,9,9.6,0,0,0
2/9/2567,22:00:00,33.2,23.8,20.9,26,58.1,95.9,85.1,79.7,0,9,11,9,9.6,0,0,0
2/9/2567,23:00:00,33.2,24.5,21.5,26.4,56.1,95.9,84,78.7,0,9,11,9,9.6,0,0,0
3/9/2567,0:00:00,33.4,25.2,22.2,26.9,56.1,95.9,92.4,81.5,0,9,11,9,9.6,0,0,0
3/9/2567,1:00:00,33.2,25.8,22.7,27.2,55.1,95.9,90.3,80.4,0,9,11,9,9.6,0,0,1
3/9/2567,2:00:00,33,26.3,23.1,27.5,55.1,95.9,88.2,79.7,0,9,11,9,9.6,0,0,0
3/9/2567,3:00:00,32.7,26.5,23.3,27.5,52,95.9,86.1,78,0,9,11,9,9.6,0,0,1
3/9/2567,4:00:00,32.3,27,23.7,27.7,52,97,84,77.7,0,9,11,9,9.6,0,0,0
