Datetime,Avg_Temperature,Avg_Humidity,Avg_Soil_Moisture,Light
2024-06-10,0.5283985102420857,0.5892857142857143,0.5663377192982455,0.06330856367537548
2024-06-11,0.37337057728119194,0.3763413816230718,0.20285087719298237,0.06980862678278428
2024-06-12,0.21345437616387344,0.14176727028839697,0.5449561403508771,0.06490991417392399
2024-06-13,0.15502793296089393,0.3537055667337357,0.16008771929824553,0.06382131137195504
2024-06-14,0.1694599627560522,0.7442152917505029,0.6162280701754385,0.05665862047204339
2024-06-15,0.3866387337057729,0.9256371562709592,0.23135964912280693,0.08767196768900666
2024-06-16,0.5679702048417133,0.8501006036217303,0.5663377192982455,0.09020020825444904
2024-06-17,0.38640595903165736,0.3995640509725016,0.20285087719298237,0.0577984980436703
2024-06-18,0.14175977653631291,0.07889000670690806,0.5449561403508771,0.08182664394799948
2024-06-19,0.034683426443203,0.30902079141515754,0.16008771929824553,0.08194497033951784
2024-06-20,0.1177839851024209,0.6218142186452046,0.6162280701754385,0.08405906853464595
2024-06-21,0.48370577281191823,0.687709590878605,0.23135964912280693,0.047799917960368525
2024-06-22,0.6610800744878959,0.6260060362173038,0.37390350877192974,0.0706290230973116
2024-06-23,0.5498137802607078,0.32972837022132795,0.38103070175438586,0.057601287391139705
2024-06-24,0.4175977653631286,0.11351441985244792,0.338267543859649,0.07021488072699732
2024-06-25,0.2455772811918064,0.26182092555331987,0.40953947368421045,0.0774170137574151
2024-06-26,0.2425512104283055,0.47476525821596244,0.6392543859649121,0.07198188817367156
2024-06-27,0.5076815642458102,0.7303822937625754,0.5740131578947367,0.07077890319323486
2024-06-28,0.6824953445065178,0.7964453386988598,0.4665570175438596,0.06283131389625139
2024-06-29,0.5388733705772814,0.4917840375586853,0.5021929824561403,0.09722090748453865
2024-06-30,0.37383612662942284,0.40903755868544595,0.338267543859649,0.10003313138962511
2024-07-01,0.21391992551210434,0.3614185110663984,0.28124999999999994,0.06409346207244729
2024-07-02,0.22835195530726263,0.45045271629778666,0.5307017543859648,0.09074450965543351
2024-07-03,0.2597765363128492,0.7261904761904762,0.3168859649122806,0.09088255711220494
2024-07-04,0.17341713221601496,0.7683601609657947,0.27412280701754377,0.09322936387731919
2024-07-05,0.3556797020484172,0.41742119382964443,0.4736842105263157,0.05301022340022716
2024-07-06,0.4413407821229052,0.3081824279007377,0.23135964912280693,0.07832418275905588
2024-07-07,0.23696461824953455,0.4502850435949027,0.5307017543859648,0.06388836299381544
2024-07-08,0.12267225325884552,0.7095908786049631,0.6469298245614034,0.0778745424712861
2024-07-09,0.34217877094972077,0.7380114017437961,0.5021929824561403,0.0858655181118263
2024-07-10,0.29678770949720684,0.5192823608316566,0.5164473684210525,0.07983087214438973
2024-07-11,0.6105679702048418,0.31723675385647215,0.20285087719298237,0.11140429761453992
2024-07-12,0.4248137802607077,0.09884305835010049,0.5449561403508771,0.10359081156127725
2024-07-13,0.36080074487895725,0.30902079141515754,0.16008771929824553,0.1018435251798561
2024-07-14,0.3687150837988828,0.6755533199195171,0.6162280701754385,0.09041713997223272
2024-07-15,0.6138268156424583,0.8483400402414487,0.23135964912280693,0.13989729269216203
2024-07-16,0.8289106145251398,0.7729711602951039,0.5663377192982455,0.14393616685598887
2024-07-17,0.6287243947858474,0.3402917505030181,0.20285087719298237,0.09222358954941308
2024-07-18,0.346368715083799,0.0411636485580147,0.5449561403508771,0.13057317304051494
2024-07-19,0.22229981378026073,0.26785714285714285,0.16008771929824553,0.13077038369304553
2024-07-20,0.3070297951582869,0.5659792085848424,0.6162280701754385,0.1341387416382683
2024-07-21,0.7241620111731845,0.6381623071763917,0.23135964912280693,0.07628108039883881
2024-07-22,0.9352886405959033,0.5699195171026157,0.37390350877192974,0.11269405528209009
2024-07-23,0.8116852886405961,0.2739771965124077,0.38103070175438586,0.09193566199671839
2024-07-24,0.6564245810055868,0.06899731723675379,0.338267543859649,0.11203142748958723
2024-07-25,0.45810055865921795,0.2145372233400402,0.40953947368421045,0.12354064117127349
2024-07-26,0.44855679702048423,0.41021126760563376,0.6392543859649121,0.11487126088602799
2024-07-27,0.7504655493482311,0.6571093226022803,0.5740131578947367,0.11294254070427866
2024-07-28,0.9583333333333335,0.7186452045606976,0.4665570175438596,0.10026583995961123
2024-07-29,0.7991154562383613,0.43242790073775983,0.5021929824561403,0.15514167613277796
2024-07-30,0.6098696461824954,0.3668678739101274,0.338267543859649,0.15962624637132397
2024-07-31,0.42388268156424597,0.3186619718309858,0.28124999999999994,0.10226555597627159
2024-08-01,0.4287709497206705,0.3948692152917505,0.5307017543859648,0.14480389372712354
2024-08-02,0.455074487895717,0.6560194500335346,0.3168859649122806,0.145012937018806
2024-08-03,0.3554469273743018,0.6955063715627096,0.27412280701754377,0.14876782784298873
2024-08-04,0.5761173184357543,0.35806505700871893,0.4736842105263157,0.08459548150952918
2024-08-05,0.6850558659217878,0.2660127431254191,0.23135964912280693,0.12498027893474693
2024-08-06,0.4476256983240225,0.4076123407109322,0.5307017543859648,0.10195396314527323
2024-08-07,0.3047020484171323,0.6540073775989269,0.6469298245614034,0.12425454373343427
2024-08-08,0.5526070763500932,0.6678403755868544,0.5021929824561403,0.13701012873911395
